robustness, solve time, T
0.46302,3.94952,25.00000
0.50000,40.96101,30.00000
0.50000,87.77853,35.00000
0.50000,283.75467,40.00000
0.50000,690.15175,45.00000
0.50000,2526.98630,50.00000
