# formulating time, preparation time (reduction chain etc), solving time ,computational time (sum of the left ones), number of iteration,  robustness
1.77924,11.71189,19.56881,33.05994,8.00000,0.36312,105.00000
1.63147,12.76136,20.11075,34.50358,8.00000,0.43071,105.00000
1.66525,10.70385,16.98244,29.35154,7.00000,0.44741,110.00000
1.70542,12.85042,20.94731,35.50315,8.00000,0.35101,110.00000
1.73653,14.49540,23.08482,39.31675,9.00000,0.37662,110.00000
1.70195,14.19369,22.95189,38.84753,9.00000,0.36808,110.00000
1.70602,8.76996,15.67325,26.14923,6.00000,0.43749,110.00000
1.79689,13.05311,21.37115,36.22116,8.00000,0.34284,115.00000
1.77687,15.00629,24.61352,41.39668,9.00000,0.40096,115.00000
1.80186,9.13480,16.05476,26.99142,6.00000,0.43671,115.00000
1.87745,7.18658,13.47118,22.53520,5.00000,0.39931,115.00000
1.78705,19.95732,32.30080,54.04518,12.00000,0.36071,115.00000
2.23370,18.16099,27.91136,48.30604,10.00000,0.45042,120.00000
1.93758,12.43382,20.95785,35.32924,7.00000,0.38020,120.00000
1.88463,19.36624,31.06046,52.31133,11.00000,0.37508,120.00000
1.87437,7.43127,14.40823,23.71387,5.00000,0.44363,120.00000
1.87104,13.48702,23.55287,38.91093,8.00000,0.36102,120.00000
